title,workload,url,school,registered_people,rating,instructor
Curso UX Design: concepção do produto pós-pesquisa,8,https://www.alura.com.br/curso-online-ux-design-concepcao-produto-pos-pesquisa,UX & Design,1178,9.5,Mateus Villain
Curso UI Design: melhorando a experiência de um app com UI Patterns,10,https://www.alura.com.br/curso-online-ui-design-experiencia-app-ui-patterns,UX & Design,3788,9.4,Mateus Villain
Curso UI Design: teste de usabilidade,6,https://www.alura.com.br/curso-online-ui-design-teste-usabilidade,UX & Design,3315,9.3,Mateus Villain
Curso UI Design: mergulhando nas interfaces digitais,8,https://www.alura.com.br/curso-online-ui-design-mergulhando-interfaces-digitais,UX & Design,3404,9.3,Mateus Villain
Curso UI Design: criando o design de um protótipo,6,https://www.alura.com.br/curso-online-ui-design-criando-design-prototipo,UX & Design,2058,9.4,Mateus Villain
Curso User Interface: conceitos de UI para Product Designers,8,https://www.alura.com.br/curso-online-user-interface-conceitos-ui-product-designers,UX & Design,2655,9.3,Mateus Villain
Curso UX Writing: Arquitetura da Informação em Writing,8,https://www.alura.com.br/curso-online-ux-writing-arquitetura-informacao-writing,UX & Design,598,9.2,Mateus Villain
Curso UI Design: construindo o produto final,8,https://www.alura.com.br/curso-online-ui-design-construindo-produto-final,UX & Design,1307,9.4,Mateus Villain
Curso Design System: criando componentes e documentando,10,https://www.alura.com.br/curso-online-design-system-componentes-documentando,UX & Design,2842,9.4,Mateus Villain
Curso Design System: criando um produto digital,8,https://www.alura.com.br/curso-online-design-system-criando-produto-digital,UX & Design,1355,9.2,André Lisboa
Curso Design System: definindo estilos e tokens,8,https://www.alura.com.br/curso-online-design-system-definindo-estilos-tokens,UX & Design,444,9.3,Mateus Villain
Curso Design System: documentando um design system,8,https://www.alura.com.br/curso-online-design-system-documentando-design-system,UX & Design,189,9.1,Gabriela de Lima
Curso Design System: projetando e construindo componentes,8,https://www.alura.com.br/curso-online-design-system-projetando-construindo-componentes,UX & Design,258,9.3,Bruno Pavei
Curso UX Writing: escrevendo textos para usuários,8,https://www.alura.com.br/curso-online-ux-writing-escrevendo-textos-usuarios,UX & Design,7652,9.3,Mateus Villain
Curso UX Writing: definindo o tom e voz da sua marca,8,https://www.alura.com.br/curso-online-ux-writing-tom-voz-sua-marca,UX & Design,836,9.1,Andre Tardelli
Curso UX Writing: pesquisa e testagem em UX Writing,8,https://www.alura.com.br/curso-online-ux-writing-pesquisa-testagem,UX & Design,754,9.2,Gabriela de Lima
Curso UX Writing: projetando um chatbot,8,https://www.alura.com.br/curso-online-ux-writing-projetando-chatbot,UX & Design,1638,9.2,Mateus Villain
Curso UX Writing: redação para experiências digitais,10,https://www.alura.com.br/curso-online-ux-writing-redacao-experiencias-digitais,UX & Design,590,9.2,Gabriela de Lima
"Curso Technical Writing: aprenda estratégias, ferramentas e boas práticas",10,https://www.alura.com.br/curso-online-technical-writing-estrategias-ferramentas-boas-praticas,UX & Design,385,9.2,Mari Moreira
Curso Technical Writing: crie uma documentação do zero com DDLC,8,https://www.alura.com.br/curso-online-technical-writing-crie-documentacao-zero-ddlc,UX & Design,278,9.2,Mari Moreira
Curso UX Research: mapeando a experiência da pessoa usuária,10,https://www.alura.com.br/curso-online-ux-research-mapeando-experiencia-usuaria,UX & Design,1792,9.2,Tuanny Dias
Curso UX Research: avaliando interfaces com heurísticas,8,https://www.alura.com.br/curso-online-ux-research-interfaces-heuristicas,UX & Design,1454,9.5,Paula Faria
Curso UX Research: pesquisa etnográfica,8,https://www.alura.com.br/curso-online-ux-research-pesquisa-etnografica,UX & Design,624,9.2,Paula Faria
Curso UX Research: metodologias e imersão em pesquisa,10,https://www.alura.com.br/curso-online-ux-research-metodologias-imersao-pesquisa,UX & Design,2920,9.2,Tuanny Dias
Curso UX Research: entrevistando pessoas usuárias,10,https://www.alura.com.br/curso-online-ux-research-entrevistando-usuarias,UX & Design,1675,9.2,Tuanny Dias
Curso UX Research: otimização de sites,10,https://www.alura.com.br/curso-online-ux-research-conversao,UX & Design,1841,8.7,Livia Cristina Gabos Martins
Curso UX Research: análise de concorrentes,8,https://www.alura.com.br/curso-online-ux-research-analise-concorrentes,UX & Design,3598,8.7,Livia Cristina Gabos Martins
Curso UX Research: construindo o Benchmarking estratégico,8,https://www.alura.com.br/curso-online-ux-research-benchmarking-estrategico,UX & Design,866,9.3,Tuanny Dias
Curso UX Research: imersão em artefatos de pesquisas quantitativas,8,https://www.alura.com.br/curso-online-ux-research-imersao-artefatos-pesquisas-quantitativas,UX & Design,608,8.9,Gabriela de Lima
Curso UX Research: trazendo a acessibilidade para projetos digitais,12,https://www.alura.com.br/curso-online-ux-research-trazendo-acessibilidade-projetos-digitais,UX & Design,1615,9.4,Paula Faria
Curso Blender 2.8: modelagem poligonal,16,https://www.alura.com.br/curso-online-blender-modelagem-poligonal,UX & Design,3063,9.0,Daniel da Costa
Curso Blender: entendendo o Box Modeling,8,https://www.alura.com.br/curso-online-blender-entendendo-box-modeling,UX & Design,1649,9.4,Luiz Carlos Alves de Lima
Curso Blender: texturizando modelos com Hand Paint,8,https://www.alura.com.br/curso-online-blender-texturizando-modelos-hand-paint,UX & Design,1004,9.4,Luiz Carlos Alves de Lima
Curso Blender: modelando com a técnica Poly by Poly,8,https://www.alura.com.br/curso-online-blender-modelando-tecnica-poly-by-poly,UX & Design,865,9.3,Luiz Carlos Alves de Lima
Curso Blender: riggando e animando seu personagem,8,https://www.alura.com.br/curso-online-blender-riggando-animando-personagem,UX & Design,731,9.2,Luiz Carlos Alves de Lima
Curso Blender: Hard Surfacing Modeling,10,https://www.alura.com.br/curso-online-blender-hard-surfacing-modeling,UX & Design,228,9.3,Cleyder Felipe de Araujo Santos
Curso Adobe Photoshop: tratando imagem com viés publicitário,10,https://www.alura.com.br/curso-online-tratamento-imagem-publicitario,UX & Design,2530,9.2,Danilo Máximo
Curso Adobe Photoshop: lidando com imperfeições de pele,10,https://www.alura.com.br/curso-online-adobe-photoshop-tratamento-pele,UX & Design,1597,9.2,Luiz Carlos Alves de Lima
Curso Adobe Photoshop: tons de pele e correções,10,https://www.alura.com.br/curso-online-adobe-photoshop-tons-pele-correcoes,UX & Design,1226,9.3,Luiz Carlos Alves de Lima
Curso Adobe Lightroom: gerenciamento e tratamento de múltiplas fotos,8,https://www.alura.com.br/curso-online-adobe-lightroom-gerenciamento-tratamento-fotos,UX & Design,3009,8.9,Luiz Carlos Alves de Lima
Curso Adobe Lightroom: lidando com aplicações profissionais,8,https://www.alura.com.br/curso-online-adobe-lightroom-aplicacoes-profissionais,UX & Design,1845,9.0,Luiz Carlos Alves de Lima
Curso GIMP: edição e tratamento de imagens para identidade visual,10,https://www.alura.com.br/curso-online-gimp-edicao-tratamento-imagem,UX & Design,1676,9.4,Felipe Labouriau
Curso GIMP: edição e tratamento de imagens,10,https://www.alura.com.br/curso-online-gimp-edicao-tratamento-imagem-parte-2,UX & Design,689,9.3,Felipe Labouriau
Curso Adobe Illustrator: desenho vetorial,10,https://www.alura.com.br/curso-online-vetor-illustrator,UX & Design,20190,9.4,Gustavo Diuana
Curso Adobe Illustrator: vetorizando a partir da pen tool,10,https://www.alura.com.br/curso-online-illustrator-vetorizacao-pen,UX & Design,2154,9.3,Luiz Carlos Alves de Lima
Curso Adobe Illustrator: trabalhando a partir do gradiente,10,https://www.alura.com.br/curso-online-adobe-illustrator-gradiente,UX & Design,1016,9.4,Luiz Carlos Alves de Lima
Curso Inkscape: vetorizando com a ferramenta Bezier e criando simulações,10,https://www.alura.com.br/curso-online-inkscape-vetor-bezier-simulacoes,UX & Design,374,9.3,Felipe Labouriau
Curso Inkscape: construindo gráficos e objetos 3D,12,https://www.alura.com.br/curso-online-inkscape-graficos-objetos-3d,UX & Design,312,9.4,Felipe Labouriau
Curso UX Design: criando dashboard com Data Studio,8,https://www.alura.com.br/curso-online-ux-design-criando-dashboard-data-studio,UX & Design,1872,8.9,Vitória de França Comarin
Curso UX Design: transição de carreira em áreas de tecnologia,8,https://www.alura.com.br/curso-online-ux-design-transicao-carreira-areas-tecnologia,UX & Design,1332,9.3,Tuanny Dias
Curso UX Design: entenda a área da User Experience,8,https://www.alura.com.br/curso-online-ux-design-entenda-area-user-experience,UX & Design,8100,9.1,Gabriela de Lima
Curso UX Design: como construir uma persona,8,https://www.alura.com.br/curso-online-ux-design-construir-persona,UX & Design,2981,9.2,Gabriela de Lima
Curso UX Design: criando um portfólio em UX,6,https://www.alura.com.br/curso-online-ux-design-criando-portfolio-ux,UX & Design,1451,9.3,Tuanny Dias
Curso UX Design: elaborando projetos estratégicos,10,https://www.alura.com.br/curso-online-ux-design-elaborando-projetos-estrategicos,UX & Design,1840,9.2,Andre Tardelli
Curso UX Design: coletando dados para o meu produto,8,https://www.alura.com.br/curso-online-ux-design-coletando-dados-produto,UX & Design,139,9.2,Tuanny Dias
Curso Design Thinking: viabilizando soluções,8,https://www.alura.com.br/curso-online-design-thinking-viabilizando-solucoes,UX & Design,38679,9.3,Andre Tardelli
Curso Portfólio em UX/UI: montando um projeto,10,https://www.alura.com.br/curso-online-portfolio-ux-ui-montando-primeiro-projeto,UX & Design,3299,9.3,André Lisboa
Curso Design emocional: tornando um produto amável,10,https://www.alura.com.br/curso-online-design-emocional-tornando-produto-amavel,UX & Design,2007,9.3,Andre Tardelli
Curso Product Design: o papel do designer de produtos,8,https://www.alura.com.br/curso-online-product-design-papel-designer-produtos,UX & Design,1831,8.9,Gabriela de Lima
Curso Product Design: realizando o processo de Product Discovery,8,https://www.alura.com.br/curso-online-product-design-processo-product-discovery,UX & Design,1361,9.2,Tuanny Dias
Curso Product Design: métricas e ciclo de vida do produto,8,https://www.alura.com.br/curso-online-product-design-metricas-ciclo-vida-produto,UX & Design,1041,9.3,Andre Tardelli
Curso UX Strategy: conhecendo o perfil da pessoa usuária,8,https://www.alura.com.br/curso-online-ux-strategy-perfil-pessoa-usuaria,UX & Design,517,9.2,Tuanny Dias
Curso UX Strategy: visão estratégica do negócio,10,https://www.alura.com.br/curso-online-ux-strategy-visao-estrategico-negocio,UX & Design,1880,9.2,Deise da Luz
Curso Ux Strategy: análise de dados em um MVP,6,https://www.alura.com.br/curso-online-ux-strategy-analise-dados-mvp,UX & Design,365,9.2,Kaory Ogata
Curso UX Strategy: conhecendo o mercado e testando ideias,8,https://www.alura.com.br/curso-online-ux-strategy-conhecendo-mercado-testando-ideias,UX & Design,408,9.2,Tuanny Dias
Curso UX strategy: criando a modelagem de negócios,8,https://www.alura.com.br/curso-online-ux-strategy-criando-modelagem-negocios,UX & Design,343,9.1,Deise da Luz
Curso Ux Strategy: analisando dados com analytics,8,https://www.alura.com.br/curso-online-ux-strategy-analisando-dados-analytics,UX & Design,292,9.0,Andre Tardelli
Curso Service Design: desenvolvimento de produtos digitais com experiência de serviços,8,https://www.alura.com.br/curso-online-service-design-produtos-digitais-experiencia-servicos,UX & Design,627,9.3,Aline Roque Klein
Curso Service Design: criando o Blueprint de um serviço digital,8,https://www.alura.com.br/curso-online-service-design-blueprint-servico-digital,UX & Design,253,8.9,Deise da Luz
Curso Service Design: exploração em Design de Serviço,8,https://www.alura.com.br/curso-online-service-design-exploracao-design-servico,UX & Design,281,9.0,Gabriela de Lima
Curso Service Design: a implementação na prática,8,https://www.alura.com.br/curso-online-service-design-implementacao-pratica,UX & Design,229,9.2,Bárbara Mendonça
Curso Arquitetura da Informação: criando a experiência de navegação de um ambiente digital,8,https://www.alura.com.br/curso-online-arquitetura-informacao-experiencia-navegacao-ambiente-digital,UX & Design,829,9.3,Deise da Luz
Curso Arquitetura da Informação: projetando para dispositivos móveis e e-commerces,6,https://www.alura.com.br/curso-online-arquitetura-informacao-projetando-dispositivos-moveis-e-commerce,UX & Design,235,9.1,Gabriela de Lima
Curso Arquitetura da Informação: técnicas de pesquisa para projetar experiências digitais,8,https://www.alura.com.br/curso-online-arquitetura-informacao-tecnicas-pesquisa-experiencias-digitais,UX & Design,423,9.1,Tuanny Dias
Curso Arquitetura da Informação: estratégias e acompanhamento do produto,6,https://www.alura.com.br/curso-online-arquitetura-informacao-estrategias-acompanhamento-produto,UX & Design,307,9.2,Gabriela de Lima
Curso OBS Studio: configurando sua gravação,8,https://www.alura.com.br/curso-online-obs-studio-configurando-primeira-gravacao,UX & Design,2588,9.3,Bruno Cruz
Curso OBS Studio: configurando seu stream,12,https://www.alura.com.br/curso-online-obs-studio-configurando-primeiro-stream,UX & Design,1213,9.3,Bruno Cruz
Curso Streamlabs: produzindo conteúdo em vídeo,10,https://www.alura.com.br/curso-online-streamlabs-produzindo-conteudo-video,UX & Design,627,9.2,Bruno Cruz
Curso Streamlabs: produzindo uma LiveStream profissional,10,https://www.alura.com.br/curso-online-streamlabs-configurando-livestream-profissional,UX & Design,538,9.2,Bruno Cruz
Curso Adobe InDesign: Trabalhando com diagramação,10,https://www.alura.com.br/curso-online-indesign-introducao,UX & Design,4276,9.4,Gustavo Diuana
Curso Adobe InDesign: trabalhando na diagramação de um eBook,10,https://www.alura.com.br/curso-online-indesign-ebook,UX & Design,1361,9.2,Luiz Carlos Alves de Lima
Curso InDesign: diagramação em grande escala,10,https://www.alura.com.br/curso-online-indesign-escala-grande,UX & Design,1767,9.3,Gustavo Diuana
Curso InDesign: produção em pequena escala,8,https://www.alura.com.br/curso-online-indesign-producao-pequena-escala,UX & Design,1083,9.4,Felipe Labouriau
Curso Tipografia: conhecendo o que há por trás dos tipos,10,https://www.alura.com.br/curso-online-tipografia-conceito,UX & Design,9277,9.0,Luiz Carlos Alves de Lima
Curso Premiere: processos de colorização e tratamento de imagem,12,https://www.alura.com.br/curso-online-adobe-premiere-correcao-cor,UX & Design,3310,9.3,Danilo Máximo
Curso Final Cut: processos de colorização e tratamento de imagem,8,https://www.alura.com.br/curso-online-final-cut-colorizacao,UX & Design,835,9.1,Danilo Máximo
Curso DaVinci Resolve: conhecendo o processo de colorização,10,https://www.alura.com.br/curso-online-davinci-colorizacao,UX & Design,1380,9.3,Danilo Máximo
Curso InDesign: construindo um design editorial,10,https://www.alura.com.br/curso-online-indesign-design-editorial,UX & Design,522,9.5,Felipe Labouriau
Curso InDesign: design editorial para e-book,8,https://www.alura.com.br/curso-online-indesign-design-editorial-e-book,UX & Design,348,9.3,Felipe Labouriau
Curso Grids: como organizar o conteúdo visual,10,https://www.alura.com.br/curso-online-grids-organizar-conteudo-visual,UX & Design,834,9.2,André Lisboa
Curso Adobe Photoshop e Illustrator: do vetor à composição,10,https://www.alura.com.br/curso-online-photoshop-illustrator-vetor-composicao,UX & Design,2513,9.4,Felipe Labouriau
Curso Adobe Photoshop: ferramentas essenciais do programa,10,https://www.alura.com.br/curso-online-adobe-photoshop-ferramentas-essenciais-programa,UX & Design,2235,9.4,Felipe Labouriau
Curso Adobe Photoshop: composição de imagens,8,https://www.alura.com.br/curso-online-adobe-photoshop-composicao-imagens,UX & Design,567,9.3,Felipe Labouriau
Curso Photoshop: conceitue e esboce um personagem publicitário,12,https://www.alura.com.br/curso-online-esboco-personagens-publicitario,UX & Design,2444,9.1,Rafael Balbi
Curso Photoshop Mobile: editando imagens no tablet,8,https://www.alura.com.br/curso-online-photoshop-mobile-editando-tablet,UX & Design,408,9.3,Felipe Labouriau
Curso Photoshop Camera e Express: edição de imagens,8,https://www.alura.com.br/curso-online-photoshop-camera-express-passos-edicao-imagens,UX & Design,868,9.3,Felipe Labouriau
Curso Photoshop 2022: tratando fotografias de modelos,8,https://www.alura.com.br/curso-online-photoshop-2022-tratando-fotografias-modelos,UX & Design,463,9.4,Felipe Labouriau
Curso Photoshop 2022: criando composições gráficas,8,https://www.alura.com.br/curso-online-photoshop-2022-composicoes-graficas,UX & Design,755,9.4,Felipe Labouriau
Curso Photoshop 2022: manipulando imagens,8,https://www.alura.com.br/curso-online-photoshop-2022-manipulando-imagens,UX & Design,793,9.4,Felipe Labouriau
Curso Photoshop e Illustrator: unificando a identidade visual em peças publicitárias,10,https://www.alura.com.br/curso-online-photoshop-illustrator-identidade-publicitaria,UX & Design,1172,9.3,Felipe Labouriau
Curso Adobe Illustrator: compondo peças gráficas,10,https://www.alura.com.br/curso-online-adobe-illustrator-compondo-pecas-graficas,UX & Design,797,9.4,Felipe Labouriau
Curso Adobe Illustrator Mobile: criando peças para redes sociais no Ipad,8,https://www.alura.com.br/curso-online-adobe-illustrator-mobile-pecas-redes-sociais-ipad,UX & Design,351,9.3,Felipe Labouriau
Curso Adobe Illustrator: conhecendo a ferramenta,8,https://www.alura.com.br/curso-online-adobe-illustrator-conhecendo-ferramenta,UX & Design,1750,9.5,Felipe Labouriau
Curso Adobe Illustrator: ilustrações para interfaces digitais,8,https://www.alura.com.br/curso-online-adobe-illustrator-ilustracoes-interfaces-digitais,UX & Design,518,9.2,Felipe Labouriau
Curso Adobe Illustrator: criação de ícones e fundos para interfaces digitais,8,https://www.alura.com.br/curso-online-illustrator-criacao-icones-fundos-interfaces-digitais,UX & Design,549,9.3,Felipe Labouriau
Curso Adobe Illustrator: gráficos e elementos 3D para interfaces digitais,8,https://www.alura.com.br/curso-online-adobe-illustrator-graficos-elementos-3d-interfaces-digitais,UX & Design,391,9.2,Felipe Labouriau
Curso Illustrator: acabamento final de personagem publicitário,5,https://www.alura.com.br/curso-online-illustrator-finalizacao-e-apresentacao-de-personagem,UX & Design,1270,9.1,Rafael Balbi
Curso Illustrator: criando um logo,10,https://www.alura.com.br/curso-online-illustrator-criando-logo,UX & Design,1256,9.4,Felipe Labouriau
Curso Design Gráfico: desenvolvendo Manual de Identidade Visual,10,https://www.alura.com.br/curso-online-design-grafico-manual-identidade-visual,UX & Design,1494,9.3,Felipe Labouriau
Curso Design Gráfico: conhecimentos de impressão,10,https://www.alura.com.br/curso-online-design-grafico-conhecimento-de-impressao,UX & Design,2805,9.3,Felipe Labouriau
Curso Design Gráfico com Gestalt: desenvolva um projeto gráfico,8,https://www.alura.com.br/curso-online-design-grafico-gestalt,UX & Design,5480,9.4,Felipe Labouriau
Curso Design Gráfico: desenvolvendo identidade visual,8,https://www.alura.com.br/curso-online-design-grafico-identidade-visual,UX & Design,6501,9.3,Felipe Labouriau
Curso Design Gráfico: construindo os elementos de uma identidade visual,12,https://www.alura.com.br/curso-online-design-grafico-elementos-identidade-visual,UX & Design,1742,9.4,Felipe Labouriau
Curso Design de apresentações: trabalhando com o Power Point,14,https://www.alura.com.br/curso-online-apresentacao-power-point,UX & Design,10037,9.3,Felipe Labouriau
Curso Design: entenda e conheça a área,8,https://www.alura.com.br/curso-online-design-entenda-conheca-area,UX & Design,2514,9.1,Felipe Labouriau
Curso Inkscape: desenvolvendo uma identidade visual,10,https://www.alura.com.br/curso-online-inkscape-identidade-visual,UX & Design,3024,9.4,Felipe Labouriau
Curso Inkscape: produzindo imagens para mídias sociais,10,https://www.alura.com.br/curso-online-inkscape-imagens-midias-sociais,UX & Design,391,9.3,Felipe Labouriau
Curso Inkscape: produção gráfica,12,https://www.alura.com.br/curso-online-inkscape-producao-grafica,UX & Design,353,9.3,Felipe Labouriau
Curso GIMP e Inkscape: criando peças para uma identidade visual,10,https://www.alura.com.br/curso-online-gimp-inkscape-identidade-visual,UX & Design,617,9.4,Felipe Labouriau
Curso GIMP e Inkscape: criando composições para mídias sociais,10,https://www.alura.com.br/curso-online-gimp-inkscape-composicoes-midias-sociais,UX & Design,567,9.5,Felipe Labouriau
Curso Scribus: criando um manual de identidade visual,12,https://www.alura.com.br/curso-online-scribus-manual-identidade-visual,UX & Design,421,9.3,Felipe Labouriau
Curso Canva: criando o material gráfico para um podcast,10,https://www.alura.com.br/curso-online-introducao-canva-criando-material-grafico-podcast,UX & Design,3405,9.4,Rafael Balbi
Curso Canva: viabilizando soluções para artes no Instagram e Twitter,8,https://www.alura.com.br/curso-online-canva-solucoes-artes-instagram-twitter,UX & Design,5277,9.2,Rafael Balbi
Curso Canva: criando um currículo personalizado,10,https://www.alura.com.br/curso-online-canva-criando-curriculo-personalizado,UX & Design,2104,9.3,Rafael Balbi
Curso Canva: editando imagens,8,https://www.alura.com.br/curso-online-canva-editando-imagens,UX & Design,2115,9.3,Rafael Balbi
Curso Canva: criando apresentações,10,https://www.alura.com.br/curso-online-canva-criando-apresentacoes,UX & Design,2291,9.4,Rafael Balbi
Curso LightRoom Mobile: tratando imagens no app,8,https://www.alura.com.br/curso-online-lightroom-mobile-tratando-imagens-app,UX & Design,508,9.4,Felipe Labouriau
Curso Cores no design: teoria e prática,8,https://www.alura.com.br/curso-online-cores-design-teoria-pratica,UX & Design,2542,9.3,Felipe Labouriau
Curso Tipografia: conceitos e prática,8,https://www.alura.com.br/curso-online-tipografia-conceitos-pratica,UX & Design,1556,9.3,Felipe Labouriau
Curso Design Visual: aplicando técnicas de composição,8,https://www.alura.com.br/curso-online-design-visual-aplicando-tecnicas-composicao,UX & Design,981,9.2,Felipe Labouriau
Curso Design Visual: estratégias para planejar e construir seu portfólio,8,https://www.alura.com.br/curso-online-design-visual-estrategias-planejar-construir-portfolio,UX & Design,842,9.2,Felipe Labouriau
Curso Adobe Photoshop: tratamento de imagens,8,https://www.alura.com.br/curso-online-photoshop-tratamento-imagens,UX & Design,447,9.3,Felipe Labouriau
Curso Mídias sociais: design de posts com o Canva,8,https://www.alura.com.br/curso-online-midias-sociais-design-posts-canva,UX & Design,833,9.4,Felipe Labouriau
Curso Mídias sociais: design em movimento com o Canva,8,https://www.alura.com.br/curso-online-midias-sociais-design-movimento-canva,UX & Design,430,9.3,Felipe Labouriau
Curso Krita: criando uma animação,8,https://www.alura.com.br/curso-online-krita-primeiros-passos-animacao,UX & Design,1173,9.3,Rafael Nunes Cerveglieri
Curso Krita: criando um cenário animado,10,https://www.alura.com.br/curso-online-krita-cenario-animado,UX & Design,426,9.4,Rainer Petter
Curso Adobe After Effects: construção do personagem no Photoshop,10,https://www.alura.com.br/curso-online-after-effects-personagem,UX & Design,2640,9.2,Gustavo Horn
Curso DaVinci Resolve: Edição de vídeo,10,https://www.alura.com.br/curso-online-edicao-de-video-davinci,UX & Design,4332,9.2,Danilo Máximo
Curso Vegas: edição de vídeo,10,https://www.alura.com.br/curso-online-vegas-edicao,UX & Design,2844,9.2,Danilo Máximo
Curso Adobe Premiere 2020: edição de vídeo,10,https://www.alura.com.br/curso-online-adobe-premiere-introducao-edicao-video,UX & Design,10298,9.3,Danilo Máximo
Curso Adobe Premiere: criação de vídeo institucional,10,https://www.alura.com.br/curso-online-premiere-video-instucional,UX & Design,4298,9.3,Danilo Máximo
Curso Premiere: ritmo de edição e manipulando emoções,10,https://www.alura.com.br/curso-online-adobe-premiere-ritmo-de-edicao-manipulando-emocoes,UX & Design,8552,9.4,Anderson Gaveta
Curso Adobe Premiere Rush: edite seus vídeos direto do seu smartphone,8,https://www.alura.com.br/curso-online-adobe-premiere-rush,UX & Design,1494,9.4,Danilo Máximo
Curso Final Cut: Edição de vídeos,10,https://www.alura.com.br/curso-online-final-cut-introducao-edicao-video,UX & Design,1985,9.1,Marcos Cropalato
Curso Final Cut: editando matéria jornalística,8,https://www.alura.com.br/curso-online-final-cut-jornalistica,UX & Design,2164,9.0,Danilo Máximo
Curso YouTube: da concepção de um canal ao upload,20,https://www.alura.com.br/curso-online-edicao-de-videos-para-youtube,UX & Design,6774,8.8,Guilherme Ogg
Curso Produção de vídeo: conceitos essenciais de uma produção audiovisual,12,https://www.alura.com.br/curso-online-producao-video,UX & Design,6830,8.8,Andre Pilli
Curso Produção de vídeo: o que há por trás do mundo do audiovisual,10,https://www.alura.com.br/curso-online-producao-audiovisual,UX & Design,15667,9.6,Gustavo Horn
Curso Premiere Pro: edição com foco em timing e ritmo,10,https://www.alura.com.br/curso-online-premiere-pro-edicao-foco-timing-ritmo,UX & Design,614,9.3,Bruno Cruz
Curso Premiere Pro: editando um vídeo com roteiro,8,https://www.alura.com.br/curso-online-premiere-pro-editando-video-roteiro,UX & Design,804,9.4,Bruno Cruz
Curso Premiere Pro: criando vídeos para web,8,https://www.alura.com.br/curso-online-premiere-pro-criando-videos-web,UX & Design,652,9.3,Bruno Cruz
Curso Premiere Pro: como lidar e criar efeitos de vídeo,10,https://www.alura.com.br/curso-online-premiere-pro-lidar-criar-efeitos-video,UX & Design,447,9.3,Bruno Cruz
Curso Produção de vídeos: entenda os conceitos essenciais,10,https://www.alura.com.br/curso-online-producao-videos-conceitos-essenciais,UX & Design,1607,9.3,Bruno Cruz
Curso Blender: utilizando o 3DCoat na etapa de retopologia,10,https://www.alura.com.br/curso-online-blender-retopologia-3d-coat,UX & Design,409,9.2,Daniel da Costa
Curso Blender: abertura de UV,6,https://www.alura.com.br/curso-online-blender-abertura-uv,UX & Design,493,9.1,Daniel da Costa
Curso Blender: criando um modelo 3D,8,https://www.alura.com.br/curso-online-blender-criando-primeiro-modelo-3d,UX & Design,4232,9.4,Luiz Carlos Alves de Lima
Curso Marmoset e Substance: Bakes de mapas para jogos,8,https://www.alura.com.br/curso-online-marmoset-substance-bakes-mapas-jogos,UX & Design,352,9.0,Daniel da Costa
Curso Substance Painter: texturizando um modelo 3D,10,https://www.alura.com.br/curso-online-substance-painter-texturizando-modelo-3d,UX & Design,425,9.1,Daniel da Costa
Curso Adobe After Effects: animando a partir do Element 3D,10,https://www.alura.com.br/curso-online-element-3d,UX & Design,2959,9.5,Anderson Gaveta
Curso After Effects: técnicas de composição e fluxo de trabalho,15,https://www.alura.com.br/curso-online-after-effects-tecnicas-composicao,UX & Design,3546,9.4,Anderson Gaveta
Curso After Effects: animando uma interface,10,https://www.alura.com.br/curso-online-after-effects-animando-interface,UX & Design,435,9.2,Bruno Cruz
Curso After Effects: transformando dados em animações impactantes,10,https://www.alura.com.br/curso-online-after-effects-transformando-dados-animacoes-impactantes,UX & Design,330,9.0,Bruno Cruz
Curso After effects: anime personagens com Duik,10,https://www.alura.com.br/curso-online-after-effects-anime-personagens-duik,UX & Design,189,9.1,Bruno Cruz
Curso Stop Motion: produção de vídeo para mídia social,10,https://www.alura.com.br/curso-online-video-stop-motion,UX & Design,2758,9.1,Guilherme Ogg
Curso Aprenda Motion Design: crie animações incríveis no After Effects,10,https://www.alura.com.br/curso-online-motion-design-animacoes-incriveis-after-effects,UX & Design,1302,9.4,Bruno Cruz
Curso Game Design: definindo os princípios de um jogo digital,8,https://www.alura.com.br/curso-online-game-design-definindo-principios-jogo-digital,UX & Design,331,8.9,Bruno Cruz
Curso Game Design: viabilizando o jogo como produto,8,https://www.alura.com.br/curso-online-game-design-viabilizando-jogo-produto,UX & Design,143,9.0,Bruno Cruz
Curso Game design: refinando aspectos visuais e artísticos do jogo,8,https://www.alura.com.br/curso-online-game-design-refinando-aspectos-visuais-artisticos-jogo,UX & Design,157,9.1,Bruno Cruz
Curso Game design: entenda estratégias para viabilizar e monetizar o seu jogo,8,https://www.alura.com.br/curso-online-game-design-estrategias-viabilizar-monetizar-seu-jogo,UX & Design,52,,Julio Matos
Curso Photoshop: crie um esboço de um poster de super herói,15,https://www.alura.com.br/curso-online-photoshop-esboco-de-um-poster-de-super-heroi,UX & Design,4801,9.1,Rafael Balbi
Curso Photoshop: acabamento e entrega de um poster de super herói,15,https://www.alura.com.br/curso-online-photoshop-acabamento-entrega-de-poster-super-heroi,UX & Design,1548,9.1,Rafael Balbi
Curso Photoshop: contando histórias por meio de uma imagem,4,https://www.alura.com.br/curso-online-photoshop-contando-historias-por-meio-de-imagens,UX & Design,1718,9.1,Rafael Balbi
Curso Desenho: acabamento e finalização,6,https://www.alura.com.br/curso-online-desenho-acabamento-finalizacao,UX & Design,1248,9.0,Rafael Balbi
Curso Desenho: esboço e composição de imagens,6,https://www.alura.com.br/curso-online-fundamentos-desenho-esboco-composicao,UX & Design,10802,9.1,Rafael Balbi
