title,workload,url,school,registered_people,rating,instructor
Curso Desenho: aplicando esboço e composição,8,https://www.alura.com.br/curso-online-desenho-aplicando-esboco-composicao,UX & Design,1594,9.2,Rafael Nunes Cerveglieri
Curso Desenho: entendendo volumes e iluminação,8,https://www.alura.com.br/curso-online-desenho-volumes-iluminacao,UX & Design,492,9.1,Rafael Nunes Cerveglieri
Curso Desenho: descomplicando a perspectiva,8,https://www.alura.com.br/curso-online-desenho-descomplicando-perspectiva,UX & Design,625,9.3,Rafael Nunes Cerveglieri
Curso Desenhe um corpo humano: estruturas e proporções,8,https://www.alura.com.br/curso-online-desenhe-corpo-humano-estruturas-proporcoes,UX & Design,994,9.3,Rafael Nunes Cerveglieri
Curso Perspectiva: distorções visuais,8,https://www.alura.com.br/curso-online-perspectiva,UX & Design,1105,9.1,Rafael Balbi
Curso Ilustração digital: perspectiva,10,https://www.alura.com.br/curso-online-ilustracao-digital-perspectiva-basica,UX & Design,646,9.3,Rainer Petter
Curso Ilustração digital: avançando nos conceitos de perspectiva,10,https://www.alura.com.br/curso-online-ilustracao-digital-perspectiva-avancada,UX & Design,396,9.5,Rainer Petter
Curso Ilustração digital: criando a partir da perspectiva isométrica,8,https://www.alura.com.br/curso-online-ilustracao-digital-perspectiva-isometrica,UX & Design,570,9.4,Rainer Petter
Curso Ilustração digital: criando mapas com a perspectiva isométrica,10,https://www.alura.com.br/curso-online-ilustracao-digital-mapas-perspectiva-isometrica,UX & Design,240,9.2,Rainer Petter
Curso Ilustração digital: criando assets para cenários de jogos isoméricos,12,https://www.alura.com.br/curso-online-ilustracao-digital-assets-cenarios-jogos-isomericos,UX & Design,205,9.4,Rainer Petter
Curso Ilustração digital: criando cenários isométricos para games,10,https://www.alura.com.br/curso-online-ilustracao-digital-cenario-isometrico-games,UX & Design,299,9.5,Rainer Petter
Curso Ilustração digital: criando personagens com perspectiva isométrica,8,https://www.alura.com.br/curso-online-Ilustracao-digital-personagens-perspectiva-isometrica,UX & Design,380,9.3,Rainer Petter
Curso Criação de personagem: trabalhando no concept de um personagem,10,https://www.alura.com.br/curso-online-concept-personagem,UX & Design,1426,9.4,Rainer Petter
Curso Ilustração digital: anatomia expressiva,10,https://www.alura.com.br/curso-online-ilustracao-digital-anatomia-expressiva,UX & Design,1672,9.3,Rainer Petter
Curso Krita: ilustração editorial,8,https://www.alura.com.br/curso-online-krita-ilustracao-editorial,UX & Design,505,9.3,Rainer Petter
Curso Adobe Photoshop: iluminação dentro de uma HQ,10,https://www.alura.com.br/curso-online-adobe-photoshop-iluminacao-hq,UX & Design,495,9.3,Rainer Petter
Curso Adobe Photoshop: cor e narrativa em uma HQ,10,https://www.alura.com.br/curso-online-adobe-photoshop-cor-narrativa-hq,UX & Design,330,9.4,Rainer Petter
Curso Adobe Photoshop: processo de colorização para HQ's,10,https://www.alura.com.br/curso-online-photoshop-colorizacao-hqs,UX & Design,499,9.3,Rainer Petter
Curso Colorização digital: técnicas de colorização e iluminação,8,https://www.alura.com.br/curso-online-colorizacao-digital,UX & Design,5768,9.2,Rainer Petter
Curso Pintura digital: montando e refinando o shading,10,https://www.alura.com.br/curso-online-scenery-painting,UX & Design,1019,9.3,Rainer Petter
Curso Pintura digital: pintando através do reconhecimento de valores,12,https://www.alura.com.br/curso-online-painting-value,UX & Design,1890,9.1,Fred Pompeu
Curso Pintura digital: textura e shading,12,https://www.alura.com.br/curso-online-pintura-digital-texture-shading,UX & Design,1854,9.4,Rainer Petter
Curso Pintura digital: trabalhando na pintura dos assets,8,https://www.alura.com.br/curso-online-painting-assets,UX & Design,752,9.2,Rainer Petter
Curso Criação de personagem: Model Sheet,8,https://www.alura.com.br/curso-online-criacao-personagem-model-sheet,UX & Design,860,9.3,Rainer Petter
Curso Desenho de rosto: anatomia criativa,10,https://www.alura.com.br/curso-online-desenho-rosto,UX & Design,2093,9.2,Rafael Nunes Cerveglieri
Curso Desenho: descomplicando a estrutura humana,8,https://www.alura.com.br/curso-online-desenhando-a-estrutura-humana,UX & Design,5771,9.3,Thiago Grusmão
Curso Desenho: descomplicando o desenho do rosto,10,https://www.alura.com.br/curso-online-desenho-rosto-humano,UX & Design,3524,9.2,Thiago Grusmão
Curso Desenho: anatomia dos membros inferiores,15,https://www.alura.com.br/curso-online-desenho-anatomia-perna-pe,UX & Design,959,9.3,Thiago Grusmão
Curso Desenho: a anatomia do torso,9,https://www.alura.com.br/curso-online-desenho-anatomia-torso,UX & Design,1482,9.3,Thiago Grusmão
Curso Desenho: anatomia do braço e mão,15,https://www.alura.com.br/curso-online-anatomia-braco-mao,UX & Design,1230,9.3,Thiago Grusmão
Curso Cores: sistemas básicos e paletas,20,https://www.alura.com.br/curso-online-fundamentos-da-cor,UX & Design,2067,9.2,Thiago Grusmão
Curso Krita: desenvolvendo uma pintura digital,10,https://www.alura.com.br/curso-online-introducao-krita-pintura-digital,UX & Design,1789,9.3,Thiago Grusmão
Curso Krita: refinando o processo de pintura,10,https://www.alura.com.br/curso-online-krita-refinamento-processo-pintura,UX & Design,502,9.4,Thiago Grusmão
Curso História em quadrinho: princípios de uma narrativa sequencial,10,https://www.alura.com.br/curso-online-historia-quadrinho-principio-narrativa-sequencial,UX & Design,637,9.4,Rainer Petter
Curso História em quadrinho: composição e narrativa,10,https://www.alura.com.br/curso-online-historia-quadrinho-composicao-narrativa,UX & Design,405,9.3,Rainer Petter
Curso História em quadrinhos: desenvolvendo roteiros,10,https://www.alura.com.br/curso-online-historia-em-quadrinhos-roteiros,UX & Design,749,9.4,Rainer Petter
Curso História em quadrinhos: arte final,10,https://www.alura.com.br/curso-online-hq-arte-final,UX & Design,318,9.3,Rainer Petter
Curso Pintura Digital parte 1: Criando para publicidade no Photoshop,5,https://www.alura.com.br/curso-online-pintura-digital-parte-1,UX & Design,1955,9.1,Rafael Balbi
Curso Pintura Digital parte 2: Acabamento de publicidade com Photoshop. ,8,https://www.alura.com.br/curso-online-pintura-digital-parte-2,UX & Design,995,9.2,Rafael Balbi
Curso Fotografia: conhecendo o mundo da fotografia digital,6,https://www.alura.com.br/curso-online-fotografia-digital-fundamentos,UX & Design,2668,9.4,Flavia Palazzo
Curso Fotografia: criando intimidade com a pessoa retratada,8,https://www.alura.com.br/curso-online-fotografia-intimidade-pessoa-retratada,UX & Design,985,9.2,Flavia Palazzo
Curso Fotografia: melhorando suas imagens com a composição,8,https://www.alura.com.br/curso-online-fotografia-melhorando-imagens-composicao,UX & Design,1368,9.4,Flavia Palazzo
Curso Fotografia: fotografe usando seu celular,8,https://www.alura.com.br/curso-online-fotografia-fotografe-usando-celular,UX & Design,4019,9.4,Flavia Palazzo
Curso Fotografia: usando a luz a seu favor,8,https://www.alura.com.br/curso-online-fotografia-usando-luz-favor,UX & Design,895,9.4,Flavia Palazzo
Curso LightRoom: usando seu celular para editar fotos,8,https://www.alura.com.br/curso-online-lightroom-usando-celular-editar-fotos,UX & Design,1139,9.3,Flavia Palazzo
Curso Photoshop: edite suas fotos pelo celular,6,https://www.alura.com.br/curso-online-photoshop-edite-fotos-celular,UX & Design,676,9.3,Flavia Palazzo
Curso Produção de áudio,10,https://www.alura.com.br/curso-online-producao-audio-fundamentos-basicos,UX & Design,1678,9.2,Vinícius Portugal Frotté
Curso Produção de Podcasts: da concepção à publicação,8,https://www.alura.com.br/curso-online-producao-podcast,UX & Design,3835,9.2,Leo Lopes
Curso Edição de Podcast: da captação ao render,6,https://www.alura.com.br/curso-online-edicao-de-podcasts,UX & Design,2197,9.5,Leo Lopes
Curso Entrega Contínua: confiabilidade e qualidade na implantação de software,8,https://www.alura.com.br/curso-online-entrega-continua-confiabilidade-qualidade,DevOps,10950,9.3,Nico Steppat
Curso Jenkins e Docker: Pipeline de entrega continua,12,https://www.alura.com.br/curso-online-pipeline-ci-jenkins-docker,DevOps,13219,8.9,Rafael Zago
Curso The Twelve-Factor App: Metodologia para construção de aplicações robustas,10,https://www.alura.com.br/curso-online-the-twelve-factor-app,DevOps,4450,9.2,Vinicius Dias
Curso Integração Contínua: mais qualidade e menos risco no desenvolvimento,6,https://www.alura.com.br/curso-online-desenvolvimento-software-integracao-continua,DevOps,18216,9.2,Nico Steppat
Curso Integração Contínua: testes automatizados e pipeline no Github Actions,6,https://www.alura.com.br/curso-online-integracao-continua-testes-automatizados-pipeline-github-actions,DevOps,5112,8.9,Leonardo Sartorello
Curso Integração Contínua: Pipeline Docker no Github Actions,8,https://www.alura.com.br/curso-online-integracao-continua-pipeline-docker-github-actions,DevOps,3435,9.1,Leonardo Sartorello
Curso Integração Contínua: Pipeline de entrega e implementação contínua na EC2,8,https://www.alura.com.br/curso-online-integracao-continua-pipeline-entrega-implementacao-continua-ec2,DevOps,904,9.0,Leonardo Sartorello
Curso Integração Contínua: automatize o deploy no Amazon ECS,8,https://www.alura.com.br/curso-online-integracao-continua-automatize-deploy-amazon-ecs,DevOps,720,9.0,Leonardo Sartorello
Curso Integração Contínua: Rollback e teste de carga,8,https://www.alura.com.br/curso-online-integracao-continua-rollback-teste-carga,DevOps,664,9.1,Leonardo Sartorello
Curso Integração Contínua: automatizando a entrega no Kubernetes,8,https://www.alura.com.br/curso-online-integracao-continua-automatizando-entrega-kubernetes,DevOps,772,9.1,Leonardo Sartorello
Curso Amazon S3: manipule e armazene objetos na nuvem,8,https://www.alura.com.br/curso-online-amazon-s3-manipule-armazene-objetos-nuvem,DevOps,4048,9.4,Ricardo Merces
Curso Amazon Elastic Beanstalk Parte 1: container Docker,6,https://www.alura.com.br/curso-online-elastic-beanstalk,DevOps,4471,9.1,Rafael Silva Nercessian
Curso Amazon Elastic Beanstalk Parte 2: múltiplos containers e NGINX,8,https://www.alura.com.br/curso-online-elastic-beanstalk-multiplos-containers,DevOps,3103,9.2,Rafael Silva Nercessian
Curso Amazon API Gateway: integrando e protegendo serviços,8,https://www.alura.com.br/curso-online-amazon-api-gateway,DevOps,4630,9.1,Ricardo Merces
Curso Amazon ECS: gerencie Docker na nuvem da AWS,8,https://www.alura.com.br/curso-online-amazon-ecs-docker-nuvem-aws,DevOps,1883,9.2,Vinicius Dias
Curso Amazon EC2: alta disponibilidade e escalabilidade em uma aplicação,8,https://www.alura.com.br/curso-online-amazon-ec2-alta-disponibilidade-escalabilidade-aplicacao,DevOps,6236,9.5,Vinicius Dias
Curso Amazon EKS: gerenciando aplicações conteinerizadas com Kubernetes,6,https://www.alura.com.br/curso-online-amazon-eks-kubernetes,DevOps,4633,8.9,Ricardo Merces
Curso Amazon VPC: configurando redes na AWS,8,https://www.alura.com.br/curso-online-amazon-vpc-configurando-redes-aws,DevOps,2284,9.4,Vinicius Dias
Curso Amazon Lightsail: descomplicando a nuvem,8,https://www.alura.com.br/curso-online-amazon-lightsail-descomplicando-nuvem,DevOps,6832,9.3,Ricardo Merces
Curso AWS SQS: mensageria e desacoplamento de sistemas,6,https://www.alura.com.br/curso-online-aws-sqs-mensageria-desacoplamento-sistemas,DevOps,3045,9.2,Thales Minussi de Sousa
Curso AWS Certified Cloud Practitioner: Domain 1 e 2,8,https://www.alura.com.br/curso-online-aws-certified-cloud-practitioner-domain-1-e-2,DevOps,10384,9.3,Ricardo Merces
Curso AWS Certified Cloud Practitioner: Domain 3 e 4,10,https://www.alura.com.br/curso-online-aws-certified-cloud-practitioner-domain-3-e-4,DevOps,5997,9.2,Ricardo Merces
Curso AWS Certification: Solution Architect Associate Parte 1,6,https://www.alura.com.br/curso-online-aws-certified-solutions-architect-associate-parte1,DevOps,6300,9.2,Ricardo Merces
Curso AWS Certification: Solutions Architect Associate Parte 2,10,https://www.alura.com.br/curso-online-aws-certified-solutions-architect-associate-parte2,DevOps,2239,9.2,Ricardo Merces
Curso AWS Certification: Solutions Architect Associate Parte 3,10,https://www.alura.com.br/curso-online-aws-certified-solutions-architect-associate-parte3,DevOps,1820,9.3,Ricardo Merces
Curso AWS Certification: Solutions Architect Associate Parte 4,10,https://www.alura.com.br/curso-online-aws-certified-solutions-architect-associate-parte4,DevOps,1711,9.2,Ricardo Merces
Curso AWS Certified Solutions Architect Associate: simulado comentado,12,https://www.alura.com.br/curso-online-aws-certified-solutions-architect-associate-simulado,DevOps,1568,9.2,Ricardo Merces
Curso AWS Storage Híbrido: soluções de armazenamento na nuvem,10,https://www.alura.com.br/curso-online-aws-storage-hibrido-armazenamento-nuvem,DevOps,407,9.0,Ricardo Merces
Curso AWS: entendendo e controlando os custos dos serviços,6,https://www.alura.com.br/curso-online-aws-servicos-custos,DevOps,894,9.1,Leonardo Sartorello
Curso Cloud Onboarding: trabalhando com os principais provedores,10,https://www.alura.com.br/curso-online-cloud-onboarding-trabalhando-principais-provedores,DevOps,14541,9.2,Ricardo Merces
Curso Cloud Onboarding: conhecendo os principais provedores parte 2,8,https://www.alura.com.br/curso-online-cloud-onboarding-principais-provedores-parte2,DevOps,6356,9.2,Ricardo Merces
Curso Observabilidade na AWS: utilizando o CloudWatch,8,https://www.alura.com.br/curso-online-observabilidade-aws-utilizando-cloudwatch,DevOps,1441,9.2,Ricardo Merces
Curso Banco de dados na AWS: gerencie RDS e DynamoDB,8,https://www.alura.com.br/curso-online-banco-dados-aws-rds-dynamodB,DevOps,1801,9.3,Vinicius Dias
Curso AWS Lambda: escreva código sem se preocupar com infra,8,https://www.alura.com.br/curso-online-aws-lambda-codigo-sem-se-preocupar-infra,DevOps,1354,9.2,Vinicius Dias
Curso Shell Scripting parte 1: scripts de automação de tarefas,8,https://www.alura.com.br/curso-online-shellscripting,DevOps,14671,9.3,Rafael Silva Nercessian
"Curso Shell Scripting parte 2: fazendo monitoramento, agendando tarefas e backup",8,https://www.alura.com.br/curso-online-shellscripting-parte-2,DevOps,6557,9.3,Rafael Silva Nercessian
Curso Certificação Linux LPI Essentials: Evolution and Distributions,8,https://www.alura.com.br/curso-online-certificacao-linux-lpi-essentials-evolution-distributions,DevOps,1370,9.2,Ricardo Merces
Curso Certificação Linux LPI Essentials: Open Source Software and Licensing,8,https://www.alura.com.br/curso-online-certificacao-linux-lpi-essentials-open-source-software-licensing,DevOps,889,9.3,Ricardo Merces
Curso Certificação Linux LPI Essentials: Command Line Basics,8,https://www.alura.com.br/curso-online-certificacao-linux-lpi-essentials-command-line-basics,DevOps,1068,9.4,Ricardo Merces
Curso Certificação Linux LPI Essentials: using the command line to get help,6,https://www.alura.com.br/curso-online-certificacao-linux-lpi-essentials-using-command-line-get-help,DevOps,542,9.4,Ricardo Merces
Curso Certificação Linux LPI Essentials: Redirecting I/O Redirection,6,https://www.alura.com.br/curso-online-certificacao-linux-lpi-essentials-redirecting-i-o,DevOps,195,9.3,Ricardo Merces
